Date,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%),Index Market Capitalisation (Rs. Crores)
2021-03-31,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4063503522.0,51375.69,0.81,0.81,0.25,2.43,3.92,0.03,
2021-03-31,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440.0,45293.88,0.71,1.24,0.47,2.09,18.46,0.03,
2021-03-31,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9908108840.0,257059.94,4.05,1.16,0.45,1.61,-1.54,0.02,
2021-03-31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2808870286.0,171376.76,2.7,0.87,0.35,1.55,-1.64,0.03,
2021-03-31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720.0,76125.96,1.2,1.27,0.4,1.7,-1.38,0.02,
2021-03-31,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,91169.21,1.44,1.15,0.45,1.49,-0.1,0.02,
2021-03-31,NTPC,NTPC Ltd.,POWER,96966661340.0,50625.81,0.8,0.67,0.19,2.11,-0.7,0.04,
2021-03-31,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,61234.82,0.96,0.51,0.17,1.35,6.61,0.02,
2021-03-31,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,37267.19,0.59,0.86,0.21,2.21,-7.97,0.03,
2021-03-31,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,52315896480.0,55281.42,0.87,0.62,0.2,2.31,0.63,0.03,
2021-03-31,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,63394419200.0,647625.34,10.19,0.93,0.34,1.82,-3.96,0.02,
2021-03-31,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21299439990.0,507013.36,7.98,0.82,0.32,1.68,9.16,0.02,
2021-03-31,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10000697480.0,34355.55,0.54,0.77,0.3,2.01,1.61,0.03,
2021-03-31,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611534.0,139803.15,2.2,1.3,0.48,1.66,-6.63,0.02,
2021-03-31,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,64544.51,1.02,0.58,0.15,1.52,0.54,0.02,
2021-03-31,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3699051373.0,329140.85,5.18,0.75,0.32,1.39,9.8,0.02,
2021-03-31,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715.0,38270.66,0.6,0.67,0.21,1.54,4.88,0.03,
2021-03-31,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6640615530.0,54111.72,0.85,1.47,0.33,2.53,-6.55,0.03,
2021-03-31,TATASTEEL,Tata Steel Ltd.,STEEL,11264895180.0,61274.21,0.96,1.13,0.37,3.05,13.52,0.02,
2021-03-31,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4841300335.0,61438.81,0.97,0.76,0.24,1.82,7.9,0.03,
2021-03-31,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,65011.12,1.02,0.95,0.35,1.56,10.74,0.02,
2021-03-31,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912.0,35308.99,0.56,0.96,0.21,3.04,14.3,0.03,
2021-03-31,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886414540.0,77794.07,1.22,0.88,0.38,1.89,10.19,0.03,
2021-03-31,SHREECEM,Shree Cement Ltd.,CEMENT,360807480.0,39335.95,0.62,0.93,0.36,2.15,11.18,0.03,
2021-03-31,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7731551870.0,53869.47,0.85,1.78,0.4,1.95,-10.21,0.03,
2021-03-31,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10958221110.0,61267.69,0.96,0.69,0.19,1.88,0.94,0.02,
2021-03-31,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12307869772.0,190938.14,3.01,0.48,0.12,1.49,7.19,0.03,
2021-03-31,IOC,Indian Oil Corporation Ltd.,REFINERIES/MARKETING,94141589220.0,23346.64,0.37,0.84,0.34,1.78,-6.32,0.03,
2021-03-31,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,114391.82,1.8,0.67,0.24,1.98,11.43,0.02,
2021-03-31,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6126763828.0,175197.57,2.76,1.77,0.55,1.55,-3.77,0.03,
2021-03-31,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200.0,47796.78,0.75,0.85,0.33,1.82,-3.37,0.03,
2021-03-31,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1205174678.0,136542.31,2.15,1.47,0.43,1.69,-2.19,0.02,
2021-03-31,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220.0,58468.18,0.92,1.32,0.44,1.99,0.21,0.03,
2021-03-31,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,39918.26,0.63,0.99,0.29,1.99,-4.87,0.02,
2021-03-31,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,42784.82,0.67,0.49,0.18,1.38,7.77,0.02,
2021-03-31,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1612920892.0,41412.79,0.65,0.42,0.07,1.5,3.56,0.02,
2021-03-31,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,27312.6,0.43,0.81,0.29,1.59,-14.36,0.04,
2021-03-31,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,46163.5,0.73,0.62,0.17,1.74,7.72,0.02,
2021-03-31,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340.0,125005.13,1.97,0.71,0.18,1.54,-7.01,0.03,
2021-03-31,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273335922.0,36299.41,0.57,0.97,0.35,1.48,4.22,0.02,
2021-03-31,GRASIM,Grasim Industries Ltd.,CEMENT,1315902008.0,55354.67,0.87,0.98,0.37,1.6,20.8,0.02,
2021-03-31,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,106663.32,1.68,0.83,0.28,1.87,8.05,0.02,
2021-03-31,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13830908690.0,402548.6,6.34,1.73,0.67,1.89,-2.62,0.03,
2021-03-31,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5512776482.0,650498.53,10.24,1.24,0.64,1.85,-2.66,0.02,
2021-03-31,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,20209439660.0,57686.23,0.91,0.75,0.31,1.43,-0.64,0.02,
2021-03-31,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399560434.0,37835.18,0.6,0.9,0.28,1.78,-9.63,0.02,
2021-03-31,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2246684247.0,47731.37,0.75,1.5,0.44,2.23,-3.94,0.03,
2021-03-31,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349564645.0,217092.72,3.42,0.52,0.18,1.78,14.05,0.02,
2021-03-31,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3602421566.0,449960.47,7.08,1.29,0.54,1.97,-1.63,0.02,
2021-03-31,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,831501845.0,54823.91,0.86,0.43,0.09,1.62,2.02,0.02,
2021-09-30,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,831982535.0,59285.59,0.78,0.35,0.05,0.94,3.76,0.02,
2021-09-30,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273399672.0,38904.83,0.51,0.93,0.26,1.4,4.14,0.02,
2021-09-30,GRASIM,Grasim Industries Ltd.,CEMENT,1316209202.0,63723.02,0.83,0.81,0.24,1.11,11.27,0.02,
2021-09-30,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247114735.0,71271.18,0.93,1.47,0.3,2.31,4.2,0.02,
2021-09-30,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5537451890.0,697724.75,9.13,1.27,0.55,1.05,0.86,0.02,
2021-09-30,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,20231321130.0,67229.49,0.88,0.63,0.18,1.71,0.65,0.02,
2021-09-30,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399588400.0,36784.61,0.48,0.81,0.24,1.24,3.31,0.02,
2021-09-30,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,61147.4,0.8,0.67,0.17,1.33,-7.25,0.02,
2021-09-30,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,138890.81,1.82,0.76,0.19,1.71,8.23,0.02,
2021-09-30,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,38784.51,0.51,0.94,0.2,2.44,26.91,0.04,
2021-09-30,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886595660.0,85398.2,1.12,1.01,0.34,0.96,-5.57,0.03,
2021-09-30,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,46607.67,0.61,0.21,0.03,0.68,-1.21,0.02,
2021-09-30,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340.0,162546.98,2.13,0.85,0.2,1.71,3.65,0.03,
2021-09-30,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,41252.25,0.54,0.78,0.17,2.69,-8.36,0.02,
2021-09-30,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220.0,107560.44,1.41,1.28,0.31,1.77,3.72,0.03,
2021-09-30,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1207188690.0,203650.56,2.66,1.41,0.38,1.45,1.91,0.02,
2021-09-30,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200.0,49906.91,0.65,0.72,0.19,1.05,2.81,0.02,
2021-09-30,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6132598898.0,197439.63,2.58,1.42,0.46,1.2,-2.54,0.02,
2021-09-30,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,146276.27,1.91,0.66,0.14,1.42,1.35,0.02,
2021-09-30,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4083503522.0,54237.91,0.71,1.18,0.2,0.97,-1.39,0.02,
2021-09-30,HINDUNILVR,Hindustan Unilever Ltd.,PERSONAL CARE,2349591262.0,241228.78,3.16,0.35,0.07,1.17,-0.82,0.02,
2021-09-30,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613307248.0,49983.2,0.65,0.33,0.04,1.26,3.77,0.02,
2021-09-30,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3609705098.0,497110.54,6.5,1.41,0.51,1.4,-1.58,0.02,
2021-09-30,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,69369.7,0.91,0.29,0.05,1.22,-0.11,0.03,
2021-09-30,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12320326302.0,206570.6,2.7,0.69,0.2,1.71,11.76,0.03,
2021-09-30,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10959426980.0,93816.53,1.23,0.81,0.17,1.59,-1.07,0.02,
2021-09-30,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4848571855.0,85682.41,1.12,0.77,0.17,1.62,-4.63,0.03,
2021-09-30,TATASTEEL,Tata Steel Ltd.,STEEL,12029702410.0,100783.04,1.32,1.33,0.24,2.59,-11.13,0.02,
2021-09-30,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6640615530.0,59768.53,0.78,1.64,0.31,1.71,16.03,0.02,
2021-09-30,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715.0,48735.34,0.64,0.63,0.16,0.79,-5.94,0.02,
2021-09-30,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3699051373.0,391046.7,5.12,0.61,0.18,1.25,-0.29,0.02,
2021-09-30,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,88346.51,1.16,0.74,0.17,1.34,3.05,0.02,
2021-09-30,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611534.0,173842.51,2.27,1.56,0.45,1.82,6.33,0.02,
2021-09-30,SHREECEM,Shree Cement Ltd.,CEMENT,360807480.0,38583.21,0.5,1.05,0.29,1.63,2.17,0.03,
2021-09-30,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10001921830.0,53474.67,0.7,0.5,0.11,1.39,1.93,0.03,
2021-09-30,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13866912880.0,485931.29,6.36,1.61,0.57,1.07,-2.53,0.02,
2021-09-30,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,63394431200.0,814502.75,10.66,0.91,0.28,1.37,11.56,0.01,
2021-09-30,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,52717.66,0.69,1.0,0.18,1.93,19.87,0.03,
2021-09-30,NTPC,NTPC Ltd.,POWER,96966661340.0,67398.13,0.88,0.71,0.15,2.26,22.34,0.03,
2021-09-30,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,97533.86,1.28,0.72,0.2,1.65,7.19,0.02,
2021-09-30,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720.0,76872.62,1.01,1.19,0.32,1.57,1.23,0.02,
2021-09-30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2809312020.0,205717.07,2.69,1.11,0.4,1.07,1.84,0.02,
2021-09-30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9915118875.0,294294.61,3.85,1.11,0.36,1.59,14.36,0.02,
2021-09-30,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440.0,66232.57,0.87,1.14,0.23,2.37,-2.81,0.03,
2021-09-30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21306358815.0,621047.97,8.13,0.68,0.23,1.2,-1.83,0.02,
2021-09-30,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7740861740.0,67135.1,0.88,1.7,0.38,2.32,12.04,0.03,
2021-09-30,IOC,Indian Oil Corporation Ltd.,REFINERIES/MARKETING,94141589220.0,31849.04,0.42,0.81,0.21,1.58,13.04,0.03,
2021-09-30,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,69754528640.0,64907.29,0.85,0.71,0.14,1.84,8.3,0.03,
2021-09-30,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,90205.24,1.18,0.83,0.24,1.09,12.5,0.02,
2021-09-30,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912.0,38931.48,0.51,0.87,0.13,1.45,-4.53,0.03,
2022-03-31,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912.0,42336.68,0.55,0.9,0.22,1.42,15.65,0.03,
2022-03-31,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21033693205.0,697880.9,9.13,0.73,0.3,1.47,11.15,0.02,
2022-03-31,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440.0,70839.06,0.93,1.33,0.3,2.42,16.77,0.03,
2022-03-31,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9921868655.0,257541.75,3.37,1.18,0.47,1.81,-4.82,0.02,
2022-03-31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2809931704.0,213579.96,2.79,1.05,0.47,1.64,-2.7,0.03,
2022-03-31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720.0,77207.66,1.01,1.08,0.33,2.32,1.99,0.02,
2022-03-31,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,100501.19,1.31,0.94,0.25,2.75,-9.06,0.03,
2022-03-31,NTPC,NTPC Ltd.,POWER,96966661340.0,64143.45,0.84,0.78,0.22,1.09,1.12,0.03,
2022-03-31,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,62003.05,0.81,0.34,0.09,1.58,-1.47,0.03,
2022-03-31,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,59795.33,0.78,0.6,0.07,3.81,2.02,0.03,
2022-03-31,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,67648761980.0,909011.64,11.89,1.1,0.48,1.99,11.66,0.02,
2022-03-31,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7746520180.0,60867.2,0.8,1.48,0.38,2.32,1.6,0.03,
2022-03-31,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10003705620.0,49362.08,0.65,0.77,0.24,2.2,5.78,0.04,
2022-03-31,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611534.0,189403.91,2.48,1.32,0.5,1.88,2.14,0.02,
2022-03-31,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,98765.62,1.29,0.65,0.17,1.57,8.4,0.02,
2022-03-31,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3699051373.0,387359.48,5.07,0.67,0.26,1.15,5.23,0.02,
2022-03-31,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715.0,46566.93,0.61,0.9,0.3,2.18,8.18,0.03,
2022-03-31,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6641324014.0,77778.21,1.02,1.78,0.38,2.29,-4.47,0.02,
2022-03-31,TATASTEEL,Tata Steel Ltd.,STEEL,12221189640.0,105438.56,1.38,1.39,0.29,2.28,7.08,0.03,
2022-03-31,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4856894060.0,93218.17,1.22,0.99,0.28,1.86,6.34,0.03,
2022-03-31,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,105823.27,1.38,1.09,0.33,2.1,-0.41,0.03,
2022-03-31,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886667580.0,76234.58,1.0,0.98,0.35,2.65,0.52,0.03,
2022-03-31,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10964140230.0,87610.61,1.15,0.91,0.25,1.23,6.5,0.02,
2022-03-31,SHREECEM,Shree Cement Ltd.,CEMENT,360807480.0,32083.22,0.42,1.0,0.33,2.03,-1.57,0.03,
2022-03-31,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12323255932.0,219306.51,2.87,0.86,0.31,1.17,16.12,0.03,
2022-03-31,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,69754528640.0,74101.63,0.97,0.54,0.1,1.52,3.66,0.03,
2022-03-31,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3618452048.0,432477.39,5.66,1.24,0.57,2.32,1.1,0.02,
2022-03-31,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13896930854.0,507446.43,6.64,1.26,0.5,1.94,-1.67,0.03,
2022-03-31,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,HOSPITAL,718923285.0,46103.56,0.6,0.81,0.11,1.64,-5.97,0.02,
2022-03-31,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,138851.22,1.82,0.75,0.19,2.5,-2.98,0.02,
2022-03-31,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6139220726.0,200933.32,2.63,1.21,0.46,2.29,2.53,0.03,
2022-03-31,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200.0,47567.6,0.62,0.75,0.27,1.84,3.47,0.03,
2022-03-31,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1210858466.0,193396.98,2.53,1.51,0.5,2.32,3.68,0.02,
2022-03-31,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220.0,103168.34,1.35,1.37,0.42,2.22,6.54,0.03,
2022-03-31,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,34298.92,0.45,0.86,0.25,1.75,2.73,0.02,
2022-03-31,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340.0,178286.86,2.33,0.86,0.25,1.66,9.97,0.03,
2022-03-31,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,37843.69,0.5,0.43,0.11,2.1,-6.45,0.02,
2022-03-31,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613628072.0,52568.13,0.69,0.01,0.0,1.76,10.05,0.02,
2022-03-31,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4224746460.0,55603.58,0.73,1.44,0.33,1.57,9.43,0.03,
2022-03-31,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,56093.09,0.73,0.64,0.14,1.64,3.21,0.03,
2022-03-31,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,38354.97,0.5,0.83,0.13,3.07,7.96,0.03,
2022-03-31,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247172724.0,83184.72,1.09,1.22,0.23,3.09,-0.74,0.02,
2022-03-31,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399623882.0,29795.91,0.39,0.98,0.38,2.62,-9.52,0.02,
2022-03-31,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,21125226940.0,50026.23,0.65,0.85,0.29,2.59,2.87,0.02,
2022-03-31,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5544652376.0,644053.79,8.43,1.07,0.56,1.81,3.09,0.02,
2022-03-31,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349591262.0,182912.63,2.39,0.56,0.18,2.15,-5.68,0.02,
2022-03-31,GRASIM,Grasim Industries Ltd.,CEMENT,1316590852.0,62438.0,0.82,1.19,0.44,1.94,4.1,0.03,
2022-03-31,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273423102.0,34263.92,0.45,1.03,0.34,2.15,-5.12,0.02,
2022-03-31,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,832129245.0,52185.8,0.68,0.41,0.07,2.29,5.71,0.02,
2022-03-31,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,123163.08,1.61,0.76,0.22,1.21,3.27,0.02,
2022-09-30,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,49450.56,0.65,0.53,0.05,1.55,-8.51,0.03,
2022-09-30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21038767370.0,517428.08,6.84,1.01,0.43,1.69,-5.33,0.02,
2022-09-30,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440.0,59546.65,0.79,1.21,0.34,1.43,-5.29,0.03,
2022-09-30,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9928208080.0,267308.66,3.53,1.06,0.46,1.19,-5.02,0.02,
2022-09-30,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2810382398.0,223287.97,2.95,1.05,0.53,1.15,-3.89,0.02,
2022-09-30,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720.0,121399.49,1.6,1.01,0.35,1.57,-3.09,0.02,
2022-09-30,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,117339.56,1.55,0.92,0.29,1.59,-2.8,0.02,
2022-09-30,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7752250640.0,77178.93,1.02,1.36,0.39,2.16,7.02,0.02,
2022-09-30,NTPC,NTPC Ltd.,POWER,96966661340.0,75855.56,1.0,0.72,0.21,1.53,-2.65,0.03,
2022-09-30,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,68296.81,0.9,0.5,0.22,1.07,-3.92,0.03,
2022-09-30,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,69754528640.0,72529.36,0.96,0.51,0.11,2.2,-7.58,0.03,
2022-09-30,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3659051373.0,307826.48,4.07,0.84,0.4,1.27,-6.43,0.02,
2022-09-30,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10007136560.0,56310.41,0.74,0.87,0.34,1.26,-5.92,0.03,
2022-09-30,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611734.0,203622.16,2.69,1.1,0.52,1.4,-0.12,0.02,
2022-09-30,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,102425.81,1.35,0.68,0.25,1.47,6.23,0.02,
2022-09-30,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715.0,48091.41,0.64,0.94,0.36,1.81,-0.84,0.02,
