Month_End,NIFTY50,Portfolio,Nifty_Monthly_Return,Port_Monthly_Return,Monthly_Return_Outperformance,Nifty_Cumulative_Return,Port_Cumulative_Return,Nifty_Yearly_Return,Port_Yearly_Return,Yearly_Outperformance,Nifty_Monthly_Drawdown,Port_Monthly_Drawdown,Monthly_Drawdown_Outperformance,Nifty_Yearly_Drawdown,Port_Yearly_Drawdown
2016-03-31,100.0413655361265,100.29143956963182,,,,0.0,0.0,,,,0.0,0.0,0.0,,
2016-04-30,101.48153385150192,102.85122284574884,0.014395728283570275,0.02552344733609857,0.011127719052528295,0.014395728283570275,0.02552344733609857,,,,0.0,0.0,0.0,,
2016-05-31,105.49306923693113,108.0188718377441,0.039529707851078566,0.05024392368912767,0.010714215838049101,0.05449449506800197,0.07704976916546458,,,,0.0,0.0,0.0,,
2016-06-30,107.14331614871897,109.95090453639574,0.01564317849243224,0.01788606625658673,0.0022428877641544887,0.07099014067363796,0.0963139526983996,,,,0.0,0.0,0.0,,
2016-07-31,111.67778185282,115.06102258874023,0.0423214985973277,0.0464763620989852,0.004154863501657502,0.11631604840990906,0.1472666369381801,,,,0.0,0.0,0.0,,
2016-08-31,113.58723722027138,115.91119727239374,0.017097898398159783,0.007388902553840948,-0.009708995844318835,0.13540270678585697,0.15574367832178915,,,,0.0,0.0,0.0,,
2016-09-30,111.32420846513224,113.35857606688191,-0.019923266121444683,-0.022022214122360495,-0.0020989480009158124,0.1127817765035537,0.13029164356722212,,,,-0.019923266121444683,-0.022022214122360495,-0.0020989480009158124,,
2016-10-31,111.67131789600732,112.0480214888494,0.0031180049304710966,-0.01156114185184609,-0.014679146782317187,0.11625143556923012,0.11722418154198522,,,,-0.016867382032971334,-0.0333287540328463,-0.016461371999874963,,
2016-11-30,106.32562561191389,104.22613635099573,-0.0478698772864089,-0.06980832891040445,-0.021938451623995547,0.06281661632775326,0.039232628410244885,,,,-0.06392981981131884,-0.10081045831955193,-0.03688063850823309,,
2016-12-31,105.82531282962869,104.79857440332687,-0.004705476966684774,0.005492269716334652,0.010197746683019426,0.05781555721981313,0.044940374303489294,0.05781555721981335,0.044940374303489516,-0.012875182916323835,-0.06833447648339719,-0.0958718668305355,-0.027537390347138313,-0.11664339569952553,-0.12626384241906197
2017-01-31,110.67974439595778,110.72417549260976,0.04587212110720995,0.056542764279194024,0.010670643171984073,0.04587212110720995,0.056542764279194024,,,,-0.025597002757231535,-0.044749962918546715,-0.01915296016131518,,
2017-02-28,114.79469677793215,117.3936475224161,0.03717891114071503,0.06023501191256542,0.023056100771850385,0.08475650776240595,0.1201836302716861,,,,0.0,0.0,0.0,,
2017-03-31,118.59744762080307,122.70758508247542,0.03312653763289486,0.0452659719857893,0.01213943435289444,0.12069073503932493,0.17088983109850409,,,,0.0,0.0,0.0,,
2017-04-30,120.2819522412066,130.0667398357526,0.01420354867829432,0.05997310393103139,0.04576955525273707,0.1366085204477694,0.24111172863076247,,,,0.0,0.0,0.0,,
2017-05-31,124.38268896815931,136.1599619237484,0.03409270177731516,0.046846888725667224,0.012754186948352064,0.17535857577295055,0.29925395167804836,,,,0.0,0.0,0.0,,
2017-06-30,123.08537788581897,135.83516694429056,-0.01042999707678327,-0.00238539270185556,0.00804460437492771,0.16309958926346657,0.2961547207838586,,,,-0.01042999707678327,-0.00238539270185556,0.00804460437492771,,
2017-07-31,130.2758733443212,145.98879760882002,0.05841876250461331,0.07474964615528257,0.01633088365066926,0.23104642793786234,0.3930418275249512,,,,0.0,0.0,0.0,,
2017-08-31,128.21775959509364,146.237222175069,-0.015798118994665655,0.001701668691830971,0.017499787686496626,0.21159820998134182,0.39541232318926145,,,,-0.015798118994665655,0.0,0.015798118994665655,,
2017-09-30,126.54617026339989,146.9773938119639,-0.013037112307784482,0.0050614448625727615,0.018098557170357243,0.1958024680459045,0.4024751257236385,,,,-0.02862926945086497,0.0,0.02862926945086497,,
2017-10-31,133.61386316737665,152.16909555886338,0.05585070562993488,0.03532313107648033,-0.020527574553454553,0.262588879680286,0.45201493842107787,,,,0.0,0.0,0.0,,
2017-11-30,132.2079525606169,152.6356368567777,-0.010522191136698056,0.0030659398756420764,0.013588131012340132,0.24930367816122057,0.4564667289208111,,,,-0.010522191136698056,0.0,0.010522191136698056,,
2017-12-31,136.13998253974162,157.41132907754738,0.02974125158864327,0.03128818616094775,0.0015469345723044814,0.28645953316403094,0.5020369310725121,0.28745035702824073,0.5013383998134482,0.21388804278520746,0.0,0.0,0.0,-0.04110563526724731,-0.05379649045282231
2018-01-31,142.56515561155402,166.4684331520294,0.04719534226425193,0.057537815909172174,0.010342473644920247,0.04719534226425193,0.057537815909172174,,,,0.0,0.0,0.0,,
2018-02-28,135.65065343407173,156.9511359547189,-0.048500646233096245,-0.057171783365190465,-0.00867113713209422,-0.0035943085678527,-0.002923507002483672,,,,-0.048500646233096245,-0.057171783365190465,-0.00867113713209422,,
2018-03-31,130.74904255795934,153.80394285006537,-0.036134074934586646,-0.02005205687432232,0.016082018060264325,-0.03959850648731056,-0.02291694154811974,,,,-0.0828821951823202,-0.07607742838786757,0.0068047667944526324,,
2018-04-30,138.83738414272722,164.79473539181498,0.0618615741004942,0.07145975804055893,0.00959818394006473,0.019813441669849885,0.04690517739438094,,,,-0.026147844140708698,-0.010054144972253654,0.016093699168455045,,
2018-05-31,138.7960249190585,167.05605898058496,-0.00029789688075787524,0.013722062075548047,0.014019958956305922,0.019509642426621454,0.061270875225799326,,,,-0.02643795166025864,0.0,0.02643795166025864,,
2018-06-30,138.51354243139465,166.8827418716981,-0.0020352347109983127,-0.0010374787358475857,0.000997755975150727,0.01743470101415734,0.060169829259778096,,,,-0.028419378934350203,-0.0010374787358475857,0.027381900198502618,,
2018-07-31,146.81585108659493,176.1400202940058,0.05993860607032264,0.05547175410998961,-0.004466851960333029,0.07841831876052141,0.11897930934330625,,,,0.0,0.0,0.0,,
2018-08-31,151.00449510121706,177.2931296737067,0.028529916787742415,0.006546549601709861,-0.021983367186032554,0.10918550365713608,0.1263047628952092,,,,0.0,0.0,0.0,,
2018-09-30,141.3079160114861,165.02258529794037,-0.06421384398677288,-0.06921048998542267,-0.004996645998649796,0.03796043877290667,0.048352658382316394,,,,-0.06421384398677288,-0.06921048998542267,-0.004996645998649796,,
2018-10-31,134.27706261137538,154.30473524596297,-0.04975555226176587,-0.06494777689142872,-0.015192224629662854,-0.013683856084104162,-0.019735516177834533,,,,-0.11077440097812596,-0.1296631994147317,-0.018888798436605736,,
2018-11-30,140.61368452482026,167.42048464994747,0.04719065036285697,0.08499900785985526,0.03780835749699829,0.03286104421067226,0.06358599238730256,,,,-0.06881126664098258,-0.05568543486106314,0.013125831779919439,,
2018-12-31,140.43010562635678,167.34445859198885,-0.001305554996896996,-0.0004541024840393204,0.0008514525128576755,0.031512587313302864,0.06310301534617002,0.04025488896139895,0.061566629122075556,0.021311740160676607,-0.07002698474487368,-0.05611425045080731,0.013912734294066365,-0.14554670528602487,-0.14877241934524865
2019-01-31,140.02158860576108,161.67412082264605,-0.0029090416102273142,-0.03388422787974088,-0.030975186269513566,-0.0029090416102273142,-0.03388422787974088,,,,-0.07273231494263943,-0.08809709028097212,-0.015364775338332692,,
2019-02-28,139.5245078018822,162.48896096242245,-0.0035500297406169112,0.005040015901309758,0.008590045641926669,-0.006448744166611231,-0.029014989025748616,,,,-0.07602414280210612,-0.08350108511553767,-0.007476942313431545,,
2019-03-31,149.575960645613,176.3687065462339,0.07204076905258372,0.08541962174908191,0.013378852696498189,0.06512745239678641,0.053926183335700095,,,,-0.009460211463549584,-0.005214094472662856,0.004246116990886728,,
2019-04-30,151.87907350794023,179.04728239107916,0.015397613710026237,0.015187364568799433,-0.00021024914122680372,0.08152787346073653,0.0699325445106227,,,,0.0,0.0,0.0,,
2019-05-31,154.13692604766297,185.8641979591097,0.014866120049150222,0.038073270238980106,0.023207150189829884,0.09760599666410608,0.11066837541525532,,,,0.0,0.0,0.0,,
2019-06-30,152.40522949256052,183.86833963682852,-0.01123479363126112,-0.01073826129075306,0.0004965323405080602,0.08527461980315021,0.09874172819267013,,,,-0.01123479363126112,-0.01073826129075306,0.0004965323405080602,,
2019-07-31,143.73254368694256,172.34680260260177,-0.05690543450834351,-0.0626618865269778,-0.005756452018634284,0.023516596002374657,0.02989249869820565,,,,-0.06750090732640612,-0.07272726810723262,-0.0052263607808265,,
2019-08-31,142.5076238709381,169.14967961568232,-0.00852221622593985,-0.018550521034564227,-0.010028304808624378,0.014793966260404412,0.010787456237764781,,,,-0.07544786622466315,-0.08992866042498726,-0.01448079420032411,,
2019-09-30,148.34070102369137,182.79433656359257,0.04093168487628418,0.0806661708074865,0.039734485931202324,0.05633119310172985,0.09232380983270505,,,,-0.03760438963327495,-0.01651669029983127,0.021087699333443677,,
2019-10-31,153.5506502147184,189.63557545650315,0.0351215084941181,0.03742587993436319,0.00230437144024509,0.09343113807285408,0.13320498958895,,,,-0.0038036040290779782,0.0,0.0038036040290779782,,
2019-11-30,155.85957053824444,190.47949328142175,0.01503686451537245,0.004450208368799391,-0.010586656146573059,0.10987291395294507,0.13824798791718407,,,,0.0,0.0,0.0,,
2019-12-31,157.3126730797032,189.85969519684528,0.00932315247912352,-0.0032538835225730534,-0.012577036001696573,0.1202204283621775,0.13454426154469834,0.12749133150915148,0.14587857412831728,0.0183872426191658,0.0,-0.0032538835225730534,-0.0032538835225730534,-0.11446782470660288,-0.12097611446460166
2020-01-31,154.64499052815728,188.21096852778876,-0.016957836258966297,-0.00868392139441243,0.008273914864553866,-0.016957836258966297,-0.00868392139441243,,,,-0.016957836258966297,-0.011909548448248874,0.005048287810717422,,
2020-02-29,144.81525645306806,175.19765564926502,-0.0635632233641571,-0.06914215988746886,-0.005578936523311762,-0.07944316488922187,-0.07722565620037858,,,,-0.07944316488922198,-0.08022825643272136,-0.0007850915434993722,,
2020-03-31,111.15096937258606,132.24503735837848,-0.23246367755038277,-0.2451666269831546,-0.012702949432771837,-0.2934391921732147,-0.3034591295363256,,,,-0.2934391921732147,-0.30572559239752617,-0.012286400224311489,,
2020-04-30,127.46794060482203,153.0445815578685,0.14680008032624814,0.15728033818860165,0.010480257862353515,-0.18971600882886386,-0.19390694586761592,,,,-0.18971600882886397,-0.1965298787741181,-0.006813869945254125,,
2020-05-31,123.85328838021718,153.2218544427553,-0.028357343873712137,0.0011583087952693472,0.029515652668981485,-0.2126935106018677,-0.1929732411932088,,,,-0.2126935106018678,-0.195599212265966,0.017094298335901814,,
2020-06-30,133.18465391003116,163.58757797253242,0.07534208943381149,0.06765173001903468,-0.007690359414776804,-0.15337619466581343,-0.13837648478827513,,,,-0.15337619466581343,-0.1411801073470843,0.01219608731872912,,
2020-07-31,143.15660765991515,173.07511039983993,0.07487314384298549,0.057996655643991035,-0.016876488198994455,-0.08998680870813114,-0.08840520248177564,,,,-0.08998680870813125,-0.09137142577268365,-0.0013846170645523959,,
2020-08-31,147.21661640898168,181.04579156999395,0.02836061021166092,0.04605330686625053,0.017692696654589612,-0.0641782793024328,-0.046423247533991296,,,,-0.06417827930243292,-0.04952607521634933,0.014652204086083587,,
2020-09-30,145.40735237212704,177.79787592966883,-0.012289808589462048,-0.017939746691485237,-0.005649938102023189,-0.07567934912366692,-0.06353017292412066,,,,-0.07567934912366703,-0.06657733666382981,0.009102012459837217,,
2020-10-31,150.51194664205659,188.4384544433106,0.035105475663059105,0.05984648836778472,0.024741012704725618,-0.043230633009464836,-0.00748574231124266,,,,-0.04323063300946506,-0.010715268100254915,0.03251536490921014,,
2020-11-30,167.6614679368174,207.44474516553336,0.11394126298522544,0.10086206012658927,-0.013079202858636174,0.06578487705101144,0.09262129042425782,,,,0.0,0.0,0.0,,
2020-12-31,180.75485633161622,223.53721910920027,0.07809420110608256,0.0775747485472611,-0.0005194525588214649,0.14901649557525465,0.1773811122863036,0.1476913605581769,0.17641052407605273,0.028719163517875845,0.0,0.0,0.0,-0.38439852452742074,-0.3944904476656148
2021-01-31,176.26692606660035,218.36469024509304,-0.024828822616982604,-0.02313945250245053,0.0016893701145320739,-0.024828822616982604,-0.02313945250245053,,,,-0.024828822616982604,-0.02313945250245053,0.0016893701145320739,,
2021-02-28,187.83160130011402,232.26332407916058,0.06560887791929892,0.06364872369460328,-0.0019601542246956427,0.039151064110358735,0.039036474573379776,,,,0.0,0.0,0.0,,
2021-03-31,189.9201032213106,236.4703749156845,0.011119012491724423,0.018113280920280195,0.006994268428555772,0.050705397772990546,0.05785683412374487,,,,0.0,0.0,0.0,,
2021-04-30,189.14959199428867,236.2335864935425,-0.004057028265849527,-0.0010013449770459593,0.003055683288803568,0.04644265627514477,0.0567975544964614,,,,-0.004057028265849527,-0.0010013449770459593,0.003055683288803568,,
2021-05-31,201.45308991654312,253.9984238756271,0.06504638890590875,0.07520030341904915,0.010153914513140405,0.11450997226295012,0.13626905124710453,,,,0.0,0.0,0.0,,
2021-06-30,203.24619406136603,257.49426826008505,0.00890085203242963,0.01376325227187114,0.004862400239441511,0.12443006061472994,0.15190780884813804,,,,0.0,0.0,0.0,,
2021-07-31,203.7833463475173,258.2610485605493,0.002642865164742547,0.0029778538592157844,0.0003349886944732372,0.1274017776521179,0.15533802196217716,,,,0.0,0.0,0.0,,
2021-08-31,221.48359171275303,272.6784106620884,0.0868581544197975,0.055824764059064114,-0.03103339036073338,0.22532581534857976,0.21983449444668146,,,,0.0,0.0,0.0,,
2021-09-30,227.76592648890377,280.6280462969984,0.028364786427603317,0.029153887231510245,0.000789100803906928,0.2600819204051712,0.2553974117388864,,,,0.0,0.0,0.0,,
2021-10-31,228.4575698678614,283.6901245629365,0.003036641123716599,0.010911519024358052,0.007874877900641453,0.26390833698392524,0.26909570448020514,,,,0.0,0.0,0.0,,
2021-11-30,219.55733258257172,273.24155537224317,-0.038957944315163306,-0.03683092320111869,0.002127021114044614,0.21466906637223482,0.22235373805362513,,,,-0.038957944315163306,-0.03683092320111869,0.002127021114044614,,
2021-12-31,224.35166955040785,278.0613161238774,0.021836378277336976,0.017639193808087317,-0.00419718446924966,0.24119303958731875,0.24391507254119293,0.23793920756500286,0.24356646642585678,0.005627258860853912,-0.017972266446799612,-0.019841397185506593,-0.001869130738706981,-0.10081974577838881,-0.09637321821009459
2022-01-31,224.16807802702877,283.40032558702865,-0.0008183202904038511,0.01920083504450032,0.02001915533490417,-0.0008183202904038511,0.01920083504450032,,,,-0.018775879666905526,-0.0010215335354176736,0.017754346131487853,,
2022-02-28,217.1100936831866,273.2572487453555,-0.03148523378512069,-0.03579063228196011,-0.004305398496839419,-0.03227778906987011,-0.01727700726404413,,,,-0.04966995049119238,-0.03677560448624795,0.012894346004944435,,
2022-03-31,225.78277948880455,283.4221023020023,0.03994602765117583,0.037198843226732725,-0.0027471844244431054,0.006378869126601794,0.019279151278046358,,,,-0.011708040055770197,-0.0009447712053675117,0.010763268850402685,,
2022-04-30,221.10029927362547,279.31657738913776,-0.020738872228345806,-0.014485549572594292,0.006253322655751514,-0.014492293653521893,0.004514332603896332,,,,-0.032204100737355024,-0.015416635247831656,0.016787465489523368,,
2022-05-31,214.40364001568008,273.1242121235816,-0.030287879663418504,-0.022169701932617913,0.008118177730800591,-0.04434123247071564,-0.01775545073697471,,,,-0.06151658647297187,-0.03724455497220125,0.02427203150077062,,
2022-06-30,204.00570898685663,261.88997639745384,-0.04849698926782686,-0.041132331838249936,0.007364657429576926,-0.09068780546328803,-0.05815745948357365,,,,-0.10703020650682571,-0.07684493141616677,0.030185275090658936,,
2022-07-31,221.8203739626263,285.32263972412494,0.08732434530504918,0.08947522027765142,0.002150874972602246,-0.01128271339747211,0.026114109295996446,,,,-0.02905220391284924,0.0,0.02905220391284924,,
2022-08-31,229.59070654709177,295.3295061155606,0.03502984169422896,0.03507210784644066,4.2266152211700714e-05,0.023351896632562097,0.062102093999980124,,,,0.0,0.0,0.0,,
2022-09-30,220.99427523199853,283.56214053132067,-0.03744241848626395,-0.03984486934277209,-0.0024024508565081426,-0.01496487333986618,0.019782774835866324,,,,-0.03744241848626395,-0.03984486934277209,-0.0024024508565081426,,
2022-10-31,232.86015570308467,302.8771523263486,0.05369315770116412,0.06811562276556637,0.014422465064402257,0.03792477305708264,0.08924591362940881,,,,0.0,0.0,0.0,,
2022-11-30,242.5063235046262,318.83026192033594,0.041424724519385725,0.05267188188826455,0.011247157368878824,0.08092052085281831,0.14661854573937183,,,,0.0,0.0,0.0,,
2022-12-31,234.06376466147253,308.5728906433236,-0.034813767827347464,-0.03217188737114074,0.0026418804562067244,0.043289604800032855,0.10972966302818365,0.027210356681329095,0.09138477007466905,0.06417441339333996,-0.034813767827347464,-0.03217188737114074,0.0026418804562067244,-0.16465934060306997,-0.1479595540791061
2023-01-31,228.33475468842042,301.24038695867193,-0.024476278852209377,-0.023762630830480913,0.0007136480217284635,-0.024476278852209377,-0.023762630830480913,,,,-0.05843793519031859,-0.05517002951890149,0.003267905671417104,,
2023-02-28,223.7039608779116,298.02586670840543,-0.020280722559418818,-0.010670947155261512,0.009609775404157306,-0.04426060479093952,-0.034180008207880364,,,,-0.0775334941991973,-0.0652522602046125,0.012281233994584806,,
2023-03-31,224.42534855814017,298.70922992232715,0.003224742545449466,0.002292966115556405,-0.0009317764298930609,-0.04117859130084667,-0.031965415692974064,,,,-0.07455877721118931,-0.06310891531066865,0.011449861900520664,,
2023-04-30,233.5427596424375,312.74764828282775,0.04062558504586811,0.04699693532788052,0.006371350282012411,-0.0022259106179401966,0.0135292430608549,,,,-0.036962186109830375,-0.019077905594256372,0.017884280515574003,,
2023-05-31,239.6111273481558,316.6043152688809,0.025983968481871234,0.012331561906951283,-0.01365240657491995,0.023700219872591077,0.026027641666165335,,,,-0.011938641906858005,-0.006981604061195523,0.004957037845662482,,
2023-06-30,248.07439105297524,324.40620721750275,0.03532082920557489,0.024642405590700855,-0.010678423614874033,0.05985816049642034,0.05131143095937318,,,,0.0,0.0,0.0,,
2023-07-31,255.37543027290687,335.2095916094531,0.029430846081861528,0.03330202737060173,0.0038711812887401997,0.09105068288659535,0.08632223300820874,,,,0.0,0.0,0.0,,
2023-08-31,248.9114734602183,326.54230349564176,-0.02531158461791272,-0.025856324910623285,-0.000544740292710566,0.06343446120427987,0.05823393239391472,,,,-0.02531158461791272,-0.025856324910623285,-0.000544740292710566,,
2023-09-30,253.88225624917573,333.0541522302863,0.019970083017293527,0.019941822743745785,-2.8260273547742187e-05,0.08467133567798024,0.07933704589513124,,,,-0.005846976046738228,-0.006430124415049754,-0.0005831483683115257,,
2023-10-31,246.65941575677888,325.80329727171824,-0.028449567918239604,-0.02177079886262634,0.006678769055613265,0.05381290484464185,0.055839016163967026,,,,-0.03413020002281986,-0.028060934332374332,0.0060692656904455244,,
2023-11-30,260.2796292567274,340.2649407413676,0.0552187049424413,0.044387652275932554,-0.010831052666508745,0.1120030887017951,0.10270523127281583,,,,0.0,0.0,0.0,,
2023-12-31,280.9416672084864,372.6488577212646,0.07938399947303987,0.0951726525493315,0.015788653076291626,0.2002783413093172,0.20765261311307381,0.1942003590389889,0.20304270858372475,0.008842349544735839,0.0,0.0,0.0,-0.0706154621724151,-0.07383704314460848
2024-01-31,280.86796295092296,372.21270100630124,-0.0002623471921976428,-0.001170422787904024,-0.0009080755957063813,-0.0002623471921976428,-0.001170422787904024,,,,-0.0002623471921976428,-0.001170422787904024,-0.0009080755957063813,,
2024-02-29,284.1917497438724,378.61328763177966,0.011833983335187925,0.017196045723786524,0.0053620623885985985,0.011568531530689707,0.01600549629210546,,,,0.0,0.0,0.0,,
2024-03-31,288.64023977239833,380.7070567090104,0.015653128679967487,0.005530099300865121,-0.010123029379102366,0.027402743923345296,0.021624107576825535,,,,0.0,0.0,0.0,,
2024-04-30,292.2335432646395,384.86733896672655,0.012449073265302868,0.010927778154887324,-0.0015212951104155437,0.04019295595542016,0.032788189182109795,,,,0.0,0.0,0.0,,
2024-05-31,291.2749334193513,383.6451268939939,-0.0032802868369564697,-0.0031756710663315424,0.00010461577062492733,0.03678082469410482,0.029508393612075245,,,,-0.0032802868369564697,-0.0031756710663315424,0.00010461577062492733,,
2024-06-30,310.40695784351306,413.9949308971198,0.06568373117303983,0.07910905645756294,0.013425325284523115,0.10488045766867504,0.11095183124586794,,,,0.0,0.0,0.0,,
2024-07-31,322.5663171037941,420.7695651791175,0.03917231541701138,0.016364051287577785,-0.022808264129433597,0.1481611834545642,0.12913150399040374,,,,0.0,0.0,0.0,,
2024-08-31,326.24754050862015,422.16017378647217,0.011412299454817143,0.0033049172811792094,-0.008107382173637934,0.16126434270254486,0.1328631902106654,,,,0.0,0.0,0.0,,
2024-09-30,333.6804343475983,431.08853087839185,0.022782988118133396,0.021149216923611602,-0.0016337711945217936,0.18772141442434886,0.1568223595652054,,,,0.0,0.0,0.0,,
2024-10-31,312.92466902205535,407.0489972546453,-0.062202524298806905,-0.055764725576816554,0.006437798721990351,0.113842144283405,0.09231247814292631,,,,-0.062202524298806905,-0.055764725576816554,0.006437798721990351,,
2024-11-30,311.96477143537106,407.1104800636979,-0.003067503721212339,0.00015104522911801865,0.0032185489503303577,0.11042542936097255,0.09247746673145585,,,,-0.06507922154526391,-0.05562210334345008,0.00945711820181383,,
2024-12-31,305.6779421892489,397.06053585044134,-0.020152369183212726,-0.024686036605306994,-0.004533667422094267,0.08804772615806278,0.06550852799725004,0.08752226605938684,0.06509906264950605,-0.0224232034098808,-0.08392009022974034,-0.07893505066955642,0.004985039560183924,-0.1093280759386881,-0.10208989172313854
2025-01-31,303.9145697207811,400.0347345895867,-0.005768726574899685,0.0074905422992368464,0.013259268874136532,-0.005768726574899685,0.0074905422992368464,,,,-0.08920470474996378,-0.07203577470625233,0.01716893004371145,,
2025-02-28,286.026200487448,380.15990106442115,-0.058859860683112,-0.0496827695363905,0.009177091146721494,-0.06428904081549414,-0.04256437812390923,,,,-0.1428139889392147,-0.11813960744953667,0.024674381489678043,,
2025-03-31,304.05612027504645,400.76163098936587,0.06303590285390537,0.054192275059156136,-0.008843627794749231,-0.005305655693005007,0.009321236448234016,,,,-0.08878049481826045,-0.07034958649266654,0.01843090832559391,,
2025-04-30,314.5904256427186,416.27553294224174,0.03464592443705117,0.03871104605143083,0.004065121614379663,0.029156449397817363,0.04839311731306872,,,,-0.05721045269616676,-0.034361846523652484,0.022848606172514274,,
2025-05-31,319.9749016676883,422.00548056933036,0.017115829300809127,0.013764795606864721,-0.003351033693944405,0.04677131550953728,0.0628240342885269,,,,-0.041073827737927227,-0.02107003471086033,0.020003793027066896,,
2025-06-30,329.88222847436106,434.6771085300457,0.030962824756055607,0.030027164442556487,-0.0009356603134991204,0.07918231231132489,0.0947376263396098,,,,-0.01138276471218147,0.0,0.01138276471218147,,
2025-07-31,320.2030843931424,427.02095550110533,-0.0293412110315332,-0.017613425871059296,0.011727785160473903,0.04751779634430031,0.07545554630981766,,,,-0.040389991642172274,-0.017613425871059296,0.022776565771112978,,
2025-08-31,315.78820189007615,422.3901629547985,-0.013787757577143345,-0.010844415213470349,0.002943342363672996,0.0330748749105616,0.06379285982200433,,,,-0.053620861806010556,-0.028266833781052214,0.02535402802495834,,
2025-09-30,318.17016997555186,430.0739037186803,0.007542929315341729,0.01819109779955763,0.010648168484215903,0.0408672856694674,0.08314441977349762,,,,-0.04648239086109929,-0.010589940719289648,0.03589245014180964,,
2025-10-31,332.5330820133457,451.59830392580574,0.045142233286349365,0.05004814293778903,0.004905909651439666,0.08785435949928777,0.13735378651659014,,,,-0.0034384765067088097,0.0,0.0034384765067088097,,
2025-11-30,338.74946423014205,457.50166821411364,0.018694026408316633,0.013072157793749817,-0.005621868614566816,0.10819073762416975,0.15222145468125392,,,,0.0,0.0,0.0,,
2025-12-31,335.3352072916462,454.74284599386243,-0.01007900321334898,-0.0060301905149776625,0.004048812698371318,0.09702127961865226,0.1452733397940813,0.0924886674593921,0.13930599050841597,0.04681732304902386,-0.01007900321334898,-0.0060301905149776625,0.004048812698371318,-0.08706562648142802,-0.06806581530129796
